Date,Open,High,Low,Close,Adj Close,Volume
2015-02-27,1045.449951,1058.550049,1045.449951,1054.000000,1030.771240,2565446
2015-02-28,null,null,null,null,null,null
2015-03-02,1080.349976,1099.000000,1068.000000,1082.550049,1058.692139,3596308
2015-03-03,1086.449951,1092.000000,1077.050049,1083.349976,1059.474365,1507337
2015-03-04,1105.000000,1109.300049,1060.000000,1065.300049,1041.822266,3069406
2015-03-05,1065.000000,1090.000000,1062.500000,1085.099976,1061.185913,2425613
2015-03-09,1085.099976,1085.099976,1056.000000,1059.000000,1035.661011,1438952
2015-03-10,1062.000000,1062.250000,1045.000000,1052.550049,1029.353271,1283709
2015-03-11,1050.900024,1061.900024,1050.000000,1056.449951,1033.167236,1366384
2015-03-12,1060.099976,1063.900024,1051.099976,1054.599976,1031.358032,1882709
2015-03-13,1060.000000,1064.000000,1034.599976,1042.650024,1019.671326,1356695
2015-03-16,1045.000000,1057.900024,1042.500000,1051.550049,1028.375244,1337193
2015-03-17,1060.000000,1065.900024,1042.849976,1058.050049,1034.732056,1342326
2015-03-18,1060.150024,1071.900024,1053.199951,1063.550049,1040.110840,1287083
2015-03-19,1071.000000,1073.800049,1048.699951,1052.199951,1029.010864,1343393
2015-03-20,1051.000000,1059.500000,1045.949951,1055.900024,1032.629272,1620809
2015-03-23,1055.949951,1059.400024,1046.000000,1047.750000,1024.659058,1361685
2015-03-24,1043.300049,1057.000000,1035.449951,1037.949951,1015.074890,2243391
2015-03-25,1040.050049,1046.699951,1031.099976,1034.250000,1011.456604,2652225
2015-03-26,1026.900024,1032.199951,1002.099976,1006.950012,984.758179,8950155
2015-03-27,1014.950012,1023.549988,1008.099976,1014.650024,992.288513,2710224
2015-03-30,1020.000000,1039.000000,1012.799988,1036.900024,1014.048218,1738786
2015-03-31,1039.900024,1039.900024,1014.849976,1022.700012,1000.161072,1490564
2015-04-01,1026.099976,1036.849976,1013.000000,1033.250000,1010.478577,961049
2015-04-06,1033.250000,1036.849976,1019.799988,1031.949951,1009.207153,1787793
2015-04-07,1033.250000,1038.199951,1023.650024,1032.750000,1009.989563,1549268
2015-04-08,1040.050049,1042.449951,1030.050049,1035.550049,1012.727905,1026536
2015-04-09,1038.250000,1059.000000,1030.000000,1056.099976,1032.824951,1750696
2015-04-10,1053.000000,1053.000000,1034.849976,1042.650024,1019.671326,1529831
2015-04-13,1040.000000,1046.300049,1034.800049,1038.800049,1015.906372,1140809
2015-04-15,1038.800049,1048.699951,1025.199951,1031.650024,1008.913879,1223499
2015-04-16,1028.000000,1033.550049,1018.000000,1029.650024,1006.957886,1402530
2015-04-17,1025.099976,1027.849976,1016.049988,1018.250000,995.809143,1012253
2015-04-20,1020.000000,1025.000000,1002.599976,1005.099976,982.948914,1297220
2015-04-21,1005.000000,1014.400024,995.599976,1003.000000,980.895264,1627686
2015-04-22,1006.500000,1021.000000,993.500000,1013.099976,990.772644,1691484
2015-04-23,1020.049988,1024.199951,1006.099976,1013.500000,991.163818,2406957
2015-04-24,1018.900024,1019.000000,1000.349976,1006.450012,984.269226,1801311
2015-04-27,1006.950012,1012.500000,996.000000,1005.450012,983.291260,1842676
2015-04-28,999.549988,1011.450012,990.099976,1004.549988,982.411072,1985527
2015-04-29,1004.000000,1009.500000,988.000000,993.150024,971.262390,1965891
2015-04-30,991.000000,995.000000,979.049988,988.799988,967.008179,3785921
2015-05-04,988.799988,1009.500000,988.799988,1000.950012,978.890381,785362
2015-05-05,999.049988,1003.900024,985.849976,987.650024,965.883545,1284501
2015-05-06,987.500000,987.500000,965.500000,970.599976,949.209229,2751924
2015-05-07,968.000000,970.000000,944.200012,951.299988,930.334595,2934166
2015-05-08,961.500000,987.799988,955.400024,982.000000,960.358093,2892983
2015-05-11,986.049988,992.750000,974.049988,990.299988,968.475098,1682836
2015-05-12,990.000000,990.000000,967.000000,971.950012,950.529602,2776892
2015-05-13,975.849976,993.400024,971.599976,990.250000,968.426208,1947962
2015-05-14,989.000000,994.849976,974.000000,991.049988,969.208557,1113797
2015-05-15,994.900024,997.549988,984.200012,990.099976,968.279541,2038406
2015-05-18,996.000000,1012.000000,992.000000,1009.849976,987.594299,1428326
2015-05-19,1006.349976,1018.000000,998.099976,1007.549988,985.344971,1196587
2015-05-20,1009.650024,1026.800049,1009.549988,1024.050049,1001.481384,1002210
2015-05-21,1024.000000,1030.000000,1015.099976,1024.699951,1002.116882,983595
2015-05-22,1024.699951,1029.000000,1018.349976,1024.300049,1001.725830,1172384
2015-05-25,1028.400024,1031.000000,1017.599976,1023.549988,1000.992371,1092265
2015-05-26,1024.449951,1030.199951,1018.049988,1027.400024,1004.757507,1226586
2015-05-27,1023.799988,1040.000000,1021.400024,1038.150024,1015.270569,804648
2015-05-28,1039.050049,1043.699951,1022.200012,1029.400024,1006.713440,2390290
2015-05-29,1029.949951,1054.000000,1027.150024,1050.550049,1027.397339,1264670
2015-06-01,1048.949951,1056.000000,1031.000000,1036.199951,1013.363464,960330
2015-06-02,1038.400024,1040.300049,1004.900024,1008.799988,986.567383,1181502
2015-06-03,1009.000000,1017.000000,998.000000,1005.549988,983.388977,1456208
2015-06-04,1008.849976,1017.849976,995.000000,1014.950012,992.581909,1389397
2015-06-05,1010.250000,1018.500000,1002.500000,1011.750000,989.452393,1688465
2015-06-08,1004.250000,1012.250000,995.549988,1003.450012,981.335327,952999
2015-06-09,1005.000000,1006.000000,997.099976,1001.849976,979.770508,1510065
2015-06-10,998.000000,1019.000000,997.000000,1015.599976,993.217529,1996562
2015-06-11,1017.599976,1018.549988,994.700012,1000.200012,978.156982,2273544
2015-06-12,1001.000000,1010.849976,990.150024,1009.150024,986.909729,1632086
2015-06-15,1002.000000,1013.750000,1000.000000,1005.200012,983.046814,1499957
2015-06-16,1000.000000,1010.450012,997.049988,1008.400024,986.176270,1502631
2015-06-17,1009.000000,1013.500000,999.500000,1004.700012,982.557800,2421567
2015-06-18,1005.900024,1023.799988,1002.250000,1019.599976,997.129333,2107929
2015-06-19,1024.800049,1034.949951,1013.150024,1030.500000,1007.789185,935581
2015-06-22,1032.099976,1056.900024,1028.500000,1047.150024,1024.072266,1362413
2015-06-23,1052.000000,1061.199951,1042.500000,1052.099976,1028.913208,1413795
2015-06-24,1054.000000,1057.800049,1042.699951,1045.800049,1022.752075,1566849
2015-06-25,1048.250000,1070.849976,1042.650024,1065.000000,1041.528809,4143392
2015-06-26,1067.000000,1070.949951,1051.500000,1062.849976,1039.426147,1411876
2015-06-29,1044.900024,1061.750000,1030.500000,1056.650024,1033.362915,1621959
2015-06-30,1052.250000,1072.000000,1048.000000,1067.150024,1043.631470,1822534
2015-07-01,1061.349976,1077.000000,1060.050049,1072.349976,1048.716919,1242797
2015-07-02,1065.000000,1067.699951,1055.650024,1058.199951,1042.657104,1120861
2015-07-03,1054.050049,1076.150024,1054.050049,1074.250000,1058.471436,1009822
2015-07-06,1064.050049,1085.000000,1060.250000,1083.500000,1067.585571,816945
2015-07-07,1078.500000,1091.500000,1078.500000,1086.849976,1070.886353,1035368
2015-07-08,1079.099976,1080.599976,1066.000000,1068.849976,1053.150635,1350169
2015-07-09,1062.699951,1076.900024,1060.099976,1074.050049,1058.274414,699491
2015-07-10,1069.800049,1095.000000,1068.500000,1090.750000,1074.729126,1225022
2015-07-13,1085.000000,1105.900024,1085.000000,1096.150024,1080.049805,1769021
2015-07-14,1095.500000,1101.900024,1086.000000,1091.849976,1075.812988,1418529
2015-07-15,1093.000000,1101.449951,1090.800049,1096.699951,1080.591675,962351
2015-07-16,1098.800049,1119.000000,1098.099976,1114.699951,1098.327271,1827606
2015-07-17,1119.400024,1121.750000,1105.599976,1110.550049,1094.238281,877747
2015-07-20,1115.949951,1119.000000,1107.000000,1115.250000,1098.869263,1137817
2015-07-21,1116.550049,1128.000000,1093.099976,1098.050049,1081.921875,2757034
2015-07-22,1096.400024,1117.050049,1088.650024,1114.400024,1098.031738,1821600
2015-07-23,1112.900024,1116.699951,1100.099976,1107.900024,1091.627197,1270793
2015-07-24,1103.150024,1115.000000,1100.500000,1107.849976,1091.578003,1190252
2015-07-27,1103.900024,1104.500000,1070.000000,1095.849976,1079.754150,832143
2015-07-28,1094.000000,1113.900024,1092.449951,1108.500000,1092.218384,1586418
2015-07-29,1105.099976,1117.900024,1105.050049,1108.349976,1092.070557,985758
2015-07-30,1107.000000,1117.000000,1101.099976,1110.550049,1094.238281,2365547
2015-07-31,1115.599976,1121.000000,1103.000000,1111.650024,1095.322144,1412375
2015-08-03,1112.750000,1117.500000,1093.449951,1095.400024,1079.310791,1086432
2015-08-04,1098.099976,1102.000000,1081.949951,1086.449951,1070.492188,1347732
2015-08-05,1092.150024,1097.699951,1085.199951,1092.199951,1076.157715,1030695
2015-08-06,1091.900024,1101.349976,1085.449951,1095.949951,1079.852661,935928
2015-08-07,1093.949951,1097.500000,1088.599976,1092.650024,1076.601196,806785
2015-08-10,1095.000000,1105.949951,1088.000000,1094.650024,1078.571899,988594
2015-08-11,1095.050049,1098.849976,1084.250000,1094.699951,1078.621094,681922
2015-08-12,1088.400024,1094.900024,1067.699951,1070.449951,1054.727173,1501435
2015-08-13,1077.000000,1082.699951,1066.599976,1077.550049,1061.723022,866263
2015-08-14,1083.099976,1103.650024,1079.900024,1101.800049,1085.616821,900415
2015-08-17,1099.050049,1101.800049,1075.800049,1091.500000,1075.468018,625053
2015-08-18,1091.599976,1096.099976,1078.449951,1086.349976,1070.393677,464329
2015-08-19,1084.849976,1087.000000,1075.000000,1081.849976,1065.959717,751144
2015-08-20,1068.000000,1084.750000,1068.000000,1074.699951,1058.914795,761213
2015-08-21,1064.000000,1072.949951,1051.000000,1061.300049,1045.711670,1939743
2015-08-24,1044.699951,1044.699951,1011.250000,1019.049988,1004.082214,3671582
2015-08-25,1024.699951,1032.300049,1005.700012,1018.450012,1003.491028,3086980
2015-08-26,1017.400024,1029.000000,1009.000000,1013.500000,998.613708,1393250
2015-08-27,1025.000000,1034.449951,1009.099976,1022.099976,1007.087341,3468358
2015-08-28,1031.050049,1042.750000,1019.400024,1027.949951,1012.851440,1388284
2015-08-31,1021.099976,1032.900024,1015.549988,1027.449951,1012.358765,860365
2015-09-01,1021.299988,1021.299988,993.000000,1000.099976,985.410522,2617286
2015-09-02,1005.099976,1013.950012,985.000000,995.150024,980.533264,2170422
2015-09-03,1002.299988,1015.000000,999.000000,1010.299988,995.460693,1626842
2015-09-04,1002.200012,1006.000000,980.000000,996.049988,981.420044,2851148
2015-09-07,1001.000000,1009.799988,980.000000,984.450012,969.990417,1345435
2015-09-08,986.700012,1010.000000,977.000000,1004.049988,989.302551,1861122
2015-09-09,1014.500000,1025.000000,1005.000000,1016.299988,1001.372620,1638280
2015-09-10,1003.000000,1016.950012,996.299988,1011.000000,996.150452,1115935
2015-09-11,1014.500000,1020.000000,1006.799988,1010.500000,995.657837,1075440
2015-09-14,1008.849976,1022.299988,1003.500000,1019.700012,1004.722717,1265086
2015-09-15,1017.950012,1019.650024,1008.099976,1013.150024,998.268860,1083182
2015-09-16,1018.900024,1028.099976,1011.549988,1023.349976,1008.319031,1063513
2015-09-18,1023.349976,1062.000000,1023.349976,1049.750000,1034.331299,1960292
2015-09-21,1037.949951,1055.000000,1036.349976,1052.949951,1037.484253,1069172
2015-09-22,1050.050049,1060.000000,1025.300049,1030.650024,1015.511841,1506303
2015-09-23,1019.200012,1053.449951,1018.650024,1049.199951,1033.789307,1290288
2015-09-24,1047.000000,1054.000000,1036.000000,1051.400024,1035.957031,2063209
2015-09-28,1051.400024,1060.000000,1043.099976,1046.400024,1031.030518,1444277
2015-09-29,1032.000000,1073.900024,1025.099976,1064.800049,1049.160400,2604710
2015-09-30,1068.000000,1073.000000,1061.349976,1068.800049,1053.101563,2256949
2015-10-01,1075.199951,1076.900024,1059.349976,1067.650024,1051.968384,1258697
2015-10-05,1067.650024,1104.800049,1067.650024,1098.349976,1082.217407,2013343
2015-10-06,1107.000000,1107.900024,1083.000000,1085.949951,1069.999512,1189741
2015-10-07,1088.000000,1098.349976,1083.349976,1087.750000,1071.773193,1096567
2015-10-08,1088.099976,1090.699951,1075.400024,1083.099976,1067.191406,970477
2015-10-09,1095.000000,1095.000000,1080.199951,1086.150024,1070.196655,860807
2015-10-12,1087.699951,1095.500000,1077.800049,1080.550049,1064.678955,554335
2015-10-13,1075.550049,1082.150024,1073.199951,1076.349976,1060.540527,455913
2015-10-14,1068.800049,1086.500000,1067.050049,1084.750000,1068.817261,687287
2015-10-15,1085.699951,1096.500000,1081.000000,1084.150024,1068.226074,981488
2015-10-16,1090.000000,1101.500000,1085.000000,1100.050049,1083.892578,1210922
2015-10-19,1100.000000,1102.099976,1094.300049,1097.800049,1081.675659,663555
2015-10-20,1098.000000,1102.900024,1091.199951,1094.900024,1078.818115,962839
2015-10-21,1098.900024,1104.000000,1085.000000,1095.000000,1078.916748,1818301
2015-10-23,1095.000000,1113.699951,1095.000000,1108.500000,1092.218384,1116762
2015-10-26,1113.949951,1114.199951,1097.000000,1101.500000,1085.321167,1221996
2015-10-27,1095.550049,1114.000000,1095.550049,1110.900024,1094.583130,2246008
2015-10-28,1105.050049,1124.000000,1105.050049,1111.500000,1095.174316,1923690
2015-10-29,1110.000000,1114.500000,1100.000000,1103.550049,1087.341064,1675592
2015-10-30,1102.000000,1112.000000,1090.449951,1099.599976,1083.449097,2024365
2015-11-02,1095.050049,1095.900024,1076.500000,1083.099976,1067.191406,789138
2015-11-03,1090.949951,1092.000000,1079.199951,1084.900024,1068.964966,637148
2015-11-04,1090.050049,1098.099976,1078.250000,1081.699951,1065.811890,674111
2015-11-05,1078.500000,1083.000000,1069.500000,1079.849976,1063.989136,899238
2015-11-06,1080.699951,1089.000000,1075.250000,1080.900024,1065.023804,1470251
2015-11-09,1058.000000,1069.650024,1051.000000,1064.800049,1049.160400,2857358
2015-11-10,1060.050049,1065.000000,1052.449951,1054.599976,1039.110107,1100645
2015-11-13,1054.599976,1055.000000,1041.000000,1052.050049,1036.597534,985007
2015-11-16,1048.750000,1065.000000,1045.250000,1060.949951,1045.366699,1183683
2015-11-17,1063.300049,1063.800049,1051.199951,1060.800049,1045.218994,641851
2015-11-18,1061.699951,1065.849976,1046.300049,1048.599976,1033.198120,611680
2015-11-19,1055.000000,1070.949951,1049.599976,1068.900024,1053.200073,819420
2015-11-20,1064.900024,1080.250000,1060.000000,1070.849976,1055.121338,1162040
2015-11-23,1074.000000,1075.500000,1059.050049,1066.050049,1050.391846,852070
2015-11-24,1065.250000,1073.500000,1062.099976,1064.349976,1048.716919,1000563
2015-11-26,1064.349976,1067.000000,1051.099976,1063.949951,1048.322632,2197871
2015-11-27,1064.849976,1082.199951,1060.949951,1079.400024,1063.545776,1731268
2015-11-30,1079.199951,1081.000000,1069.699951,1077.750000,1061.920044,1311944
2015-12-01,1077.050049,1084.900024,1073.500000,1083.000000,1067.092896,473833
2015-12-02,1090.000000,1092.699951,1071.849976,1077.800049,1061.969360,640571
2015-12-03,1072.500000,1081.000000,1067.300049,1076.750000,1060.934814,951928
2015-12-04,1073.599976,1073.599976,1056.000000,1058.900024,1043.346924,1464957
2015-12-07,1068.199951,1071.099976,1061.099976,1061.949951,1046.352051,1453702
2015-12-08,1061.000000,1061.900024,1047.000000,1049.250000,1033.838745,1225665
2015-12-09,1047.099976,1057.000000,1044.849976,1047.449951,1032.065063,972654
2015-12-10,1045.000000,1063.199951,1042.300049,1060.599976,1045.021973,1628585
2015-12-11,1060.000000,1060.599976,1042.000000,1046.349976,1030.981201,758480
2015-12-14,1041.000000,1059.849976,1040.099976,1055.050049,1039.553467,1469504
2015-12-15,1053.000000,1062.449951,1045.300049,1059.449951,1043.888672,1139354
2015-12-16,1063.000000,1073.349976,1059.349976,1067.300049,1051.623535,1710692
2015-12-17,1073.900024,1084.000000,1065.000000,1080.250000,1064.383301,1219503
2015-12-18,1085.000000,1085.000000,1068.500000,1073.000000,1057.239868,793032
2015-12-21,1071.750000,1079.900024,1069.050049,1075.400024,1059.604614,774375
2015-12-22,1074.500000,1076.500000,1064.000000,1066.449951,1050.786011,607384
2015-12-23,1072.599976,1077.949951,1069.150024,1074.099976,1058.323608,753492
2015-12-24,1076.199951,1076.400024,1068.300049,1074.000000,1058.225098,536588
2015-12-28,1074.000000,1079.900024,1067.750000,1077.250000,1061.427368,1938857
2015-12-29,1078.949951,1079.849976,1071.300049,1077.949951,1062.117065,1057903
2015-12-30,1080.000000,1081.949951,1072.550049,1074.300049,1058.520752,528140
2015-12-31,1075.000000,1084.900024,1075.000000,1082.150024,1066.255371,2322502
2016-01-01,1082.400024,1090.250000,1076.150024,1088.750000,1072.758423,798769
2016-01-04,1084.000000,1084.000000,1068.099976,1070.500000,1054.776489,1296884
2016-01-05,1070.199951,1074.800049,1061.349976,1062.400024,1046.795532,790218
2016-01-06,1056.650024,1076.750000,1056.650024,1067.099976,1051.426392,1041384
2016-01-07,1060.099976,1064.900024,1049.699951,1056.199951,1040.686523,1513857
2016-01-08,1061.949951,1064.500000,1057.250000,1062.349976,1046.746216,872089
2016-01-11,1052.050049,1061.000000,1045.300049,1058.599976,1043.051270,822228
2016-01-12,1063.900024,1063.900024,1043.500000,1046.949951,1031.572388,1064684
2016-01-13,1052.000000,1062.750000,1037.000000,1060.150024,1044.578613,1128787
2016-01-14,1050.150024,1057.400024,1039.500000,1049.750000,1034.331299,1569796
2016-01-15,1048.000000,1055.449951,1038.099976,1042.150024,1026.842896,1354315
2016-01-18,1035.650024,1041.449951,1021.000000,1025.849976,1010.782288,1623847
2016-01-19,1027.199951,1037.550049,1026.300049,1035.800049,1020.586304,1601303
2016-01-20,1025.000000,1108.000000,1007.900024,1018.299988,1003.343201,2390897
2016-01-21,1021.000000,1033.250000,1013.400024,1023.000000,1007.974182,1575201
2016-01-22,1025.699951,1044.250000,1022.049988,1030.300049,1015.167053,1059071
2016-01-25,1039.949951,1046.699951,1033.050049,1041.150024,1025.857666,2535971
2016-01-27,1041.150024,1048.699951,1033.000000,1035.650024,1020.438477,1009867
2016-01-28,1039.000000,1046.900024,1030.000000,1031.699951,1016.546387,2487993
2016-01-29,1035.199951,1054.949951,1035.199951,1049.849976,1034.429810,1340046
2016-02-01,1058.000000,1067.000000,1053.699951,1059.750000,1044.184326,1152371
2016-02-02,1065.000000,1065.250000,1050.199951,1053.800049,1038.321777,1632157
2016-02-03,1044.500000,1051.400024,1042.000000,1043.849976,1028.517944,1212561
2016-02-04,1048.000000,1054.900024,1045.550049,1049.199951,1033.789307,1418998
2016-02-05,1052.800049,1063.800049,1045.599976,1055.250000,1039.750488,1880976
2016-02-08,1055.000000,1058.000000,1030.300049,1035.849976,1020.635376,870481
2016-02-09,1026.699951,1031.550049,1020.650024,1026.050049,1010.979492,1383865
2016-02-10,1023.900024,1030.150024,1010.099976,1012.950012,998.071838,1920570
2016-02-11,1010.000000,1013.000000,968.200012,975.299988,960.974854,2200900
2016-02-12,979.000000,986.450012,966.000000,971.400024,957.132141,3135536
2016-02-15,980.000000,988.250000,971.099976,973.599976,959.299744,2728240
2016-02-16,981.500000,982.000000,962.000000,973.450012,959.151978,1784024
2016-02-17,976.900024,979.900024,959.000000,974.900024,960.580688,1875981
2016-02-18,986.000000,991.250000,977.000000,989.450012,974.916992,1699964
2016-02-19,988.750000,992.599976,973.500000,989.299988,974.769165,832165
2016-02-22,983.000000,996.000000,983.000000,988.750000,974.227295,1000599
2016-02-23,984.900024,985.500000,966.000000,970.049988,955.801941,1519580
2016-02-24,960.000000,962.900024,946.400024,949.599976,935.652222,1615867
2016-02-25,954.000000,957.250000,938.200012,942.650024,928.804382,2115799
2016-02-26,950.000000,971.000000,945.000000,961.000000,946.884827,1552347
2016-02-29,961.099976,982.599976,928.000000,971.849976,957.575500,2203188
2016-03-01,974.950012,986.750000,971.849976,984.150024,969.694824,1080640
2016-03-02,998.000000,1010.900024,995.000000,1007.200012,992.406311,1589744
2016-03-03,1010.750000,1020.000000,1010.000000,1015.849976,1000.929199,1152600
2016-03-04,1015.450012,1024.900024,993.099976,1020.549988,1005.560181,1426156
2016-03-08,1020.549988,1024.000000,1009.500000,1014.150024,999.254211,478422
2016-03-09,1013.000000,1029.900024,1006.750000,1024.800049,1009.747803,1632043
2016-03-10,1024.800049,1025.750000,1010.099976,1021.250000,1006.249939,667848
2016-03-11,1019.900024,1030.800049,1013.000000,1028.699951,1013.590393,1182714
2016-03-14,1028.000000,1037.949951,1025.250000,1027.550049,1012.457397,752164
2016-03-15,1027.900024,1033.400024,1021.650024,1026.699951,1011.619812,1922509
2016-03-16,1027.000000,1034.250000,1018.950012,1030.449951,1015.314758,1200887
2016-03-17,1034.949951,1039.000000,1011.150024,1018.400024,1003.441772,1278371
2016-03-18,1022.950012,1032.000000,1015.349976,1028.400024,1013.294922,1033767
2016-03-21,1033.000000,1047.349976,1032.250000,1045.599976,1030.242188,1329699
2016-03-22,1046.500000,1056.599976,1040.699951,1053.849976,1038.371094,1030066
2016-03-23,1053.050049,1053.050049,1040.550049,1049.349976,1033.937134,2116075
2016-03-28,1049.349976,1053.000000,1041.650024,1047.500000,1032.114258,2817717
2016-03-29,1047.500000,1059.500000,1044.250000,1053.800049,1038.321777,1683488
2016-03-30,1058.000000,1069.900024,1053.900024,1064.949951,1049.307983,1953595
2016-03-31,1066.849976,1078.900024,1065.050049,1071.150024,1055.416992,5020098
2016-04-01,1068.800049,1076.400024,1056.800049,1064.449951,1048.815308,1289662
2016-04-04,1065.199951,1072.800049,1064.000000,1069.050049,1053.347900,1544990
2016-04-05,1069.000000,1076.900024,1055.650024,1057.449951,1041.918213,1665757
2016-04-06,1061.000000,1066.949951,1056.750000,1061.500000,1045.908691,1073844
2016-04-07,1064.000000,1064.750000,1047.050049,1055.500000,1039.996826,977923
2016-04-08,1055.000000,1063.349976,1054.250000,1059.349976,1043.790283,740699
2016-04-11,1060.300049,1074.099976,1042.849976,1070.949951,1055.219849,1012405
2016-04-12,1069.599976,1071.000000,1059.250000,1063.000000,1047.386719,1235370
2016-04-13,1072.000000,1084.949951,1069.500000,1081.750000,1065.861206,1243651
2016-04-18,1081.750000,1092.000000,1071.599976,1087.800049,1071.822510,1029267
2016-04-20,1087.800049,1100.000000,1083.550049,1097.849976,1081.724731,955338
2016-04-21,1095.000000,1105.150024,1089.000000,1091.150024,1075.123169,2047932
2016-04-22,1089.500000,1100.849976,1085.199951,1092.150024,1076.108643,1952330
2016-04-25,1100.000000,1100.000000,1084.500000,1093.250000,1077.192383,1390490
2016-04-26,1095.000000,1115.000000,1092.500000,1113.849976,1097.489746,1763449
2016-04-27,1109.849976,1125.000000,1109.000000,1124.199951,1107.687744,1440909
2016-04-28,1124.199951,1136.699951,1110.349976,1113.949951,1097.588257,2022396
2016-04-29,1113.800049,1136.000000,1106.199951,1132.349976,1115.718140,1402985
2016-05-02,1127.750000,1130.000000,1116.000000,1117.650024,1101.234009,965679
2016-05-03,1121.900024,1135.000000,1113.150024,1118.000000,1101.578857,1173824
2016-05-04,1117.500000,1134.500000,1114.250000,1127.349976,1110.791504,1323082
2016-05-05,1128.000000,1134.750000,1122.699951,1132.300049,1115.668823,1303562
2016-05-06,1132.000000,1132.250000,1117.250000,1119.650024,1103.204712,683288
2016-05-09,1120.000000,1144.949951,1119.000000,1141.400024,1124.635132,1738295
2016-05-10,1143.500000,1147.500000,1136.099976,1144.900024,1128.083740,1363250
2016-05-11,1134.699951,1145.000000,1129.699951,1138.800049,1122.073364,1536843
2016-05-12,1144.000000,1152.000000,1132.500000,1149.099976,1132.222046,1055422
2016-05-13,1148.000000,1148.000000,1130.000000,1140.900024,1124.142456,1261329
2016-05-16,1145.000000,1165.900024,1132.550049,1162.800049,1145.720825,1129692
2016-05-17,1165.050049,1169.250000,1151.300049,1153.449951,1136.508057,1073856
2016-05-18,1151.000000,1151.000000,1131.500000,1140.650024,1123.896118,1040661
2016-05-19,1140.099976,1142.699951,1132.000000,1139.300049,1122.566040,963949
2016-05-20,1139.949951,1148.500000,1133.599976,1140.900024,1124.142456,504158
2016-05-23,1141.949951,1149.949951,1133.199951,1136.750000,1120.053467,865883
2016-05-24,1138.400024,1143.650024,1135.550049,1139.949951,1123.206421,814867
2016-05-25,1146.300049,1175.949951,1146.300049,1173.300049,1156.066650,1441837
2016-05-26,1176.099976,1188.900024,1166.250000,1183.250000,1165.870483,3426390
2016-05-27,1183.250000,1190.000000,1176.699951,1186.800049,1169.368286,1443796
2016-05-30,1187.000000,1195.000000,1178.099976,1179.750000,1162.421875,953633
2016-05-31,1185.900024,1185.900024,1177.400024,1181.900024,1164.540283,1378910
